cat_code,category,id,ingame_name,class,rarity,rarity_source,rarity_vallode,rarity_guide,rarity_daigo_owned,G_weapon,rarity_9or10,attack_display,class_multiplier,true_raw,affinity,weapon_slots,element,element_true,sharpness,sharpness_plus1,improve_from,create_cost,create_materials,improve_cost,improve_materials,alt_create_materials,improve_to,reload,recoil,max_attack,rapid_fire,ammo_summary,bow_coatings,bow_charge_shots,armor_skills,name_eu_build
5,blademaster_weapon,88,Basarios Blow,hammer,4,vallode,4,,,,N,780,5.2,150,0%,0,,,"3,2,17,8","3,2,17,12,1",Dragonhead Hammer,,,4900,Basarios Wing x1; Basarios Shell x6; Eldr Dragon Bone x3,,Basarios Bash,,,,,,,,,
5,blademaster_weapon,89,Diablos Maul,hammer,4,vallode,4,,4,,N,832,5.2,160,0%,0,,,"6,4,8,7","6,4,8,12",Skullcrusher+,4250,Diablos Tail x1; Monoblos Shell x4; Eldr Dragon Bone x2; Earth Crystal x20,4250,Monoblos Shell x6; Lg Monster Bone x5; Machalite Ore x8,,Finishing Hammer,,,,,,,,,
5,blademaster_weapon,90,Jail Hammer,hammer,3,vallode,3,,,,N,624,5.2,120,0%,1,Paralysis 190,Paralysis 19,"14,4,6,1","14,4,6,6",Atlas Hammer,,,3100,Machalite Ore x6; Thunderbug x12; Rubbery Hide x3,,Binder Mace,,,,,,,,,
5,blademaster_weapon,91,Jadite Mace,hammer,5,vallode,5,,,,N,780,5.2,150,0%,0,Fire 260,Fire 26,"8,7,7,3","8,7,7,8",Tarnished Hammer,,,35000,Lunastra Horn x3; Lunastra Shell x3; Firestone x7,,Jade Mace,,,,,,,,,
5,blademaster_weapon,92,Jade Mace,hammer,5,vallode,5,,,,N,832,5.2,160,0%,1,Fire 300,Fire 30,"9,2,13,6","9,2,13,7,4",Jadite Mace,,,50000,Fire Drgn Webbng x4; Teostra Shell x5; ElderDragonBlood x2,,Lunastra's Crown,,,,,,,,,
5,blademaster_weapon,93,Gunhammer Prototype,hammer,3,vallode,3,,,,N,572,5.2,110,0%,0,Fire 300,Fire 30,"10,1,3,6","10,1,3,11",Iron Striker,3100,FireWyvern Fluid x4; Machalite Ore x20; Flame Sac x1; Gunpowder x20,3100,FireWyvern Fluid x2; Machalite Ore x15; Gunpowder x10,,Dead Revolver,,,,,,,,,
5,blademaster_weapon,94,Dead Revolver,hammer,5,vallode,5,,,,N,728,5.2,140,0%,2,Fire 400,Fire 40,"10,1,3,16","10,1,3,17,4",Gunhammer Prototype,,,6350,Dragonite Ore x15; FireWyvrn Marrow x2; Firestone x4,,Sanctioned Gunhammer,,,,,,,,,
5,blademaster_weapon,95,Rusted Hammer,hammer,1,vallode,1,,,,N,468,5.2,90,0%,0,,,15,"19,1",,1000,Large Ruststone x1,,,,Tarnished Hammer,,,,,,,,,
5,blademaster_weapon,96,Tarnished Hammer,hammer,1,vallode,1,,,,N,572,5.2,110,0%,0,,,"14,4,2","14,4,6,1",Rusted Hammer,,,2500,Earth Crystal x20,,Breath Core Hammer; Jadite Mace,,,,,,,,,
5,blademaster_weapon,97,Steel Ice Hammer,hammer,7,vallode,7,,,,N,832,5.2,160,0%,0,Ice 290,Ice 29,"6,4,8,12","6,4,8,12,5",Weathered Hammer,,,80000,Daora Carapace x6; Daora Tail x1; Rare Scarab x4,,Daora's Colossus,,,,,,,,,
5,blademaster_weapon,98,Breath Core Hammer,hammer,5,vallode,5,,6,,N,936,5.2,180,-20%,1,,,"19,2,5,4","19,2,5,7,2",Tarnished Hammer,,,40000,Earth Crystal x40; ElderDragonBlood x1,,,,,,,,,,,
5,blademaster_weapon,99,Bone Club,hammer,1,vallode,1,,,,N,364,5.2,70,0%,0,,,"8,7","8,7,5",,400,Mystery Bone x3,,,,Large Bone Club; Cyclo-Hammer; Bull Hammer; Giaprey Balloon,,,,,,,,,
5,blademaster_weapon,100,Large Bone Club,hammer,1,vallode,1,,,,N,676,5.2,130,-10%,0,,,"8,7,5","8,7,7,3",Bone Club,,,2600,Giant Bone x1; Mystery Bone x5,,Enormous Ham,,,,,,,,,
5,blademaster_weapon,101,Dragon Destroyer,hammer,5,vallode,5,,,,N,832,5.2,160,0%,0,Dragon 170,Dragon 17,"6,4,8,7","6,4,8,12",,5600,Lao-Shan's Claw x2; Lao-Shan's Shell x5; Monster Bone+ x5,,,,Dragonbreaker,,,,,,,,,
5,blademaster_weapon,102,Dragonbreaker,hammer,5,vallode,5,,,,N,884,5.2,170,0%,0,Dragon 330,Dragon 33,"6,4,8,12","6,4,8,12,5",Dragon Destroyer,,,40000,Lao-Shan's Claw x2; Gaoren Spine x3; ElderDragonBlood x2,,Dragon Demolisher,,,,,,,,,
5,blademaster_weapon,103,Iron Lance,lance,1,vallode,1,,,,N,138,2.3,60,0%,0,,,"5,5,5","5,5,9,1",,650,Iron Ore x4,,,,Iron Lance+; Iron Gunlance; Snow Gunlance,,,,,,,,,
5,blademaster_weapon,104,Iron Lance+,lance,1,vallode,1,,,,N,138,2.3,60,0%,0,,,"5,5,5","5,5,9,1",,650,Iron Ore x4,,,,Iron Lance+; Iron Gunlance; Snow Gunlance,,,,,,,,,
5,blademaster_weapon,105,Knight Lance,lance,6,vallode,6,,6,,N,437,2.3,190,0%,0,,,"5,7,5,3","5,7,5,8",Growling Wyvern,25000,Carbalite Ore x5; Iron Ore x50; Velociprey Hide x15; Velocidrome Hide x10,25000,Carbalite Ore x3; Dragonite Ore x5; Velociprey Scale x20,Plus Class Tcket x1; Carbalite Ore x1,Knight Spear; Aqua Spear; Grayburg Javelin; Cold Icicle; Feather Gunlance,,,,,,,,,
5,blademaster_weapon,106,Growling Wyvern,lance,4,vallode,4,,4,,N,345,2.3,150,0%,1,Dragon 100,Dragon 10,"5,7,5,13","5,7,5,16,2",Rampart,4900,Plus Class Tcket x1; Blk Gravios Shl x1,4900,Dragonite Ore x5; Machalite Ore x15; Blk Gravios Shl x10,,Roaring Wyvern; Knight Lance,,,,,,,,,
5,blademaster_weapon,107,Knight Spear,lance,6,vallode,6,,,,N,460,2.3,200,0%,2,,,"3,7,4,6","3,7,4,11",Knight Lance,,,35000,Union Ore x5; Earth Crystal x15; Velociprey Hide+ x10,,Babel Spear,,,,,,,,,
5,blademaster_weapon,108,Paladin Lance,lance,2,vallode,2,,,,N,253,2.3,110,0%,0,,,"3,7,4,6","3,7,4,11",Steel Lance,1750,Earth Crystal x15; Machalite Ore x6; Iron Ore x15,1750,Iron Ore x10; Machalite Ore x4; Earth Crystal x5,,Rampart,,,,,,,,,
5,blademaster_weapon,109,Rampart,lance,3,vallode,3,,,,N,299,2.3,130,0%,1,,,"5,7,5,8","5,7,5,13",Paladin Lance,,,3100,Lightcrystal x2; Machalite Ore x8; Earth Crystal x15,,Growling Wyvern; Gatling Lance; Naag Serpentblade,,,,,,,,,
5,blademaster_weapon,110,Iron Gunlance,gunlance,1,vallode,1,,,,N,207,2.3,90,0%,0,,,"3,7,4,1","3,7,4,6",Iron Lance,1100,Machalite Ore x5; Iron Ore x10; Gunpowder x5; Flame Sac x1,1100,Iron Ore x8; Disk Stone x5; Carpenterbug x5,Hard Ticket x1; Iron Ore x1,Iron Gunlance+,,,,,,,,,
5,blademaster_weapon,111,Babel Spear,lance,7,vallode,7,,,,N,529,2.3,230,0%,2,,,"5,5,9,11","5,5,9,13,3",Knight Spear,,,55000,Gld Rathian Scl+ x8; Machalite Ore x30; Genprey Scale+ x20,,Sadalsuud; Lost Babel; Ancient Destroyer; Spark Plug,,,,,,,,,
5,blademaster_weapon,112,Great Demon Hammer,hammer,6,vallode,6,,,,N,1040,5.2,200,10%,1,,,"6,4,8,7","6,4,8,12",Iron Devil,,,35000,Union Ore x10; Velocidrome Head x3; Remobra Skull x3,,Devil Masher; Iron Impact,,,,,,,,,
5,blademaster_weapon,113,Iron Gunlance+,gunlance,1,vallode,1,,,,N,207,2.3,90,0%,0,,,"3,7,4,1","3,7,4,6",Iron Lance,1100,Machalite Ore x5; Iron Ore x10; Gunpowder x5; Flame Sac x1,1100,Iron Ore x8; Disk Stone x5; Carpenterbug x5,Hard Ticket x1; Iron Ore x1,Iron Gunlance+,,,,,,,,,
5,blademaster_weapon,114,Special Ops Gunlance,gunlance,3,vallode,3,,,,N,322,2.3,140,0%,2,,,"5,7,5,8","5,7,5,13",Steel Gunlance,3100,Plus Class Tcket x1; Firestone x1,3100,Machalite Ore x15; Firestone x3; Lightcrystal x2,,Imperial Gunlance,,,,,,,,,
5,blademaster_weapon,115,Dark Lance,lance,2,vallode,2,,,,N,230,2.3,100,0%,0,Paralysis 180,Paralysis 18,"5,7,5,3","5,7,5,8",Longhorn+,,,2150,Hornetaur Shell x10; Vespoid Abdomen x1; Paralysis Sac x2,,Dark Spear,,,,,,,,,
5,blademaster_weapon,116,Silver Rook,gunlance,7,vallode,7,,,,N,414,2.3,180,0%,2,Dragon 250,Dragon 25,"5,7,5,13","5,7,5,16,2",Imperial Gunlance,,,65000,Slvr Rthlos Tail x1; Slvr Rthlos Cpc x3; Slvr Rthlos Scl+ x5,,Gun Chariot,,,,,,,,,
5,blademaster_weapon,117,Dark Spear,lance,4,vallode,4,,,,N,299,2.3,130,0%,1,Paralysis 200,Paralysis 20,"5,7,5,13","5,7,5,16,2",Dark Lance,,,4250,Hornetaur Head x3; Hercudrome x3; Gendrome Skull x2,,Dark,,,,,,,,,
5,blademaster_weapon,118,Paralyzer,lance,3,vallode,3,,,,N,276,2.3,120,0%,0,Paralysis 240,Paralysis 24,"11,8,5,1","11,8,5,6",Spiked Spear,,,3100,Machalite Ore x10; Thunderbug x10; Rubbery Hide x5,,Trident; Venom Lance; Thunderspear,,,,,,,,,
5,blademaster_weapon,119,Trident,lance,4,vallode,4,,,,N,299,2.3,130,0%,0,Paralysis 300,Paralysis 30,"16,5,4,5","16,5,4,9,1",Paralyzer,,,4250,Dragonite Ore x4; Electro Sac x5; Rubbery Hide x7,,,,,,,,,,,
5,blademaster_weapon,120,Bone Javelin,lance,2,vallode,2,,,,N,230,2.3,100,0%,0,,,"3,7,4,1","3,7,4,6",Iron Lance+,,,1400,Sm Monster Bone x4; Brute Bone x4; Iron Ore x4,,Spiked Spear,,,,,,,,,
5,blademaster_weapon,121,Luna's Howl,gunlance,5,vallode,5,,,,N,345,2.3,150,0%,0,Fire 350,Fire 35,"8,3,8,6","8,3,8,9,2",Steel Gunlance,5600,Lunastra Tail x2; Lunastra Shell x5; Lunastra Mane x2; Dragonite Ore x5,5600,Lunastra Tail x1; Fire Drgn Webbng x2; Fire Dragon Scl x6,,Luna's Roar,,,,,,,,,
5,blademaster_weapon,122,Spiked Spear,lance,2,vallode,2,,,,N,276,2.3,120,0%,0,,,"3,7,4,6","3,7,4,11",Bone Javelin,,,2150,Med Monster Bone x3; Machalite Ore x3; Killer Beetle x2,,Lullaby Spear; Paralyzer,,,,,,,,,
5,blademaster_weapon,123,Aqua Spear,lance,6,vallode,6,,,,N,368,2.3,160,0%,0,Water 350,Water 35,"5,7,5,8","5,7,5,13",Knight Lance,40000,Cephalos Fin+ x3; Plesioth Fin x12; Plesioth Scale x15; Carbalite Ore x5,40000,Plesioth Fin x10; Cephalos Scale+ x4; Dragonite Ore x10,,Aqua Spear+,,,,,,,,,
5,blademaster_weapon,124,Luna's Roar,gunlance,5,vallode,5,,,,N,368,2.3,160,0%,0,Fire 400,Fire 40,"9,5,9,10,2","9,5,9,10,5,2",Luna's Howl,,,35000,Teostra Tail x2; Lunastra Shell x7; ElderDragonBlood x1,,Luna's Flare,,,,,,,,,
5,blademaster_weapon,125,Lullaby Spear,lance,3,vallode,3,,,,N,184,2.3,80,0%,2,Sleep 160,Sleep 16,"3,7,4,16","3,7,4,16,5",Spiked Spear,1750,Plesioth Fin x4; Cephalos Fin x4; Sleepyfish x10; Springnight Carp x5,1750,Plesioth Scale x4; Cephalos Scale x4; Sleep Herb x10,,Requiem Spear,,,,,,,,,
5,blademaster_weapon,126,White Gunlance,gunlance,4,vallode,4,,,,N,368,2.3,160,0%,0,,,"5,5,9,6","5,5,9,11",Steel Gunlance,,,4900,Gravios Skl Shl x1; Machalite Ore x15; Flame Sac x6,,White Cannon,,,,,,,,,
5,blademaster_weapon,127,Hard Bone Lance,lance,6,vallode,6,,,,N,460,2.3,200,0%,0,,,"9,5,9,2","9,5,9,7",Ogre Tusk,25000,Stout Bone x5; Giant Bone x15; Iron Ore x30,25000,Stout Bone x2; Monster Bone+ x5; Machalite Ore x10,Plus Class Tcket x1; Stout Bone x1,Hard Bone Lance+,,,,,,,,,
5,blademaster_weapon,128,Hard Bone Lance+,lance,6,vallode,6,,,,N,460,2.3,200,0%,0,,,"9,5,9,2","9,5,9,7",Ogre Tusk,25000,Stout Bone x5; Giant Bone x15; Iron Ore x30,25000,Stout Bone x2; Monster Bone+ x5; Machalite Ore x10,Plus Class Tcket x1; Stout Bone x1,Hard Bone Lance+,,,,,,,,,
5,blademaster_weapon,129,Longhorn+,lance,1,vallode,1,,,,N,161,2.3,70,0%,0,,,"9,5,1","9,5,6",,650,Sm Monster Bone x2; Brute Bone x1,,,,Longhorn+; Wild Bone Lance,,,,,,,,,
5,blademaster_weapon,130,Black Gunlance,gunlance,6,vallode,6,,,,N,483,2.3,210,-5%,1,,,"9,5,8,7","9,5,8,8,2",White Cannon,,,60000,Wyvern Stone x2; Blk Gravios Shl x15; Firecell Stone x4,,Black Gore Cannon,,,,,,,,,
5,blademaster_weapon,131,Long Tusk,lance,1,vallode,1,,,,N,253,2.3,110,0%,0,,,"5,5,9,1","5,5,9,6",Longhorn+,1750,Hard Ticket x1; Bone x1,1750,Brute Bone x4; Giant Bone x1; Med Monster Bone x1,,Barbaroi Tusk; Crimson Lance; Bone Claw Lance; Blade Stinger,,,,,,,,,
5,blademaster_weapon,132,Barbarian Tusk,lance,7,vallode,7,,,,N,506,2.3,220,0%,1,,,"16,5,4,9,1","16,5,4,9,4,2",Hard Bone Lance+,,,55000,Diablos Carapace x3; Stout Bone x6; Killer Beetle x30,,Giant Tusk; Heavy Bone Gunlance,,,,,,,,,
5,blademaster_weapon,133,Hellsting,gunlance,4,vallode,4,,,,N,322,2.3,140,10%,1,Ice 250,Ice 25,"15,4,3,5","15,4,3,9,1",Wyvern Bone Gunlance,4250,Blangonga Fang x2; Blango Pelt x20; Giant Bone x2; Sharp Claw x10,4250,Blango Pelt x15; Blangonga Pelt x5; Ice Crystal x10,,Hellsting+,,,,,,,,,
5,blademaster_weapon,134,Hard Hitter,gunlance,6,vallode,6,,,,N,437,2.3,190,0%,1,Poison 290,Poison 29,"6,3,15,3","6,3,15,5,3",Grand Slam,,,35000,Rubbery Hide+ x4; Toxin Sac x7; Novacrystal x2,,Big Slugger,,,,,,,,,
5,blademaster_weapon,135,Ogre Tusk,lance,3,vallode,3,,,,N,414,2.3,180,0%,0,,,"7,4,15,4","7,4,15,6,3",Barbaroi Tusk,5600,Hard Ticket x1; Alluring Hide x1; Monster Bone+ x1,5600,Monster Bone+ x5; Ioprey Hide x20; Mega Demondrug x2,,Great Ogre Tusk; Hard Bone Lance,,,,,,,,,
5,blademaster_weapon,136,Red Tail,lance,3,vallode,3,,,,N,253,2.3,110,0%,0,Fire 250,Fire 25,"5,5,9,6","5,5,9,11",Wild Bone Lance+,2600,Rathalos Scale x3; Rathalos Shell x2; FireWyvern Fluid x4; Flame Sac x2,2600,FireWyvern Fluid x3; Wyvern Claw x6; Flame Sac x2,,Spear of Prominence; Blue Tail,,,,,,,,,
5,blademaster_weapon,137,Scissor Gunlance,gunlance,6,vallode,6,,,,N,437,2.3,190,0%,2,,,"5,7,5,12","5,7,5,16,2",Bone Claw Lance+; Snow Gunlance Mk. II,40000,Hermitaur Claw+ x3; Hermitaur Carpce x5; Flame Sac x10; Black Pearl x20,40000,Hermitaur Claw+ x2; Hermitaur Shell x15; Inferno Sac x2,Plus Class Tcket x1; Hermitaur Claw+ x1,Scissor Cannon,,,,,,,,,
5,blademaster_weapon,138,Dragonwood Gunlance,gunlance,5,vallode,5,,,,N,299,2.3,130,0%,1,Paralysis 180,Paralysis 18,"6,3,13,5","6,3,13,6,3",,20000,Dragonwood x4; Sinister Cloth x1; Thunderbug Juice x5; FireWyvern Fluid x10,,,,Gld Dragonwd GLance,,,,,,,,,
5,blademaster_weapon,139,Diablo Horn,lance,4,vallode,4,,,,N,391,2.3,170,-5%,0,,,"5,5,9,6","5,5,9,11",Crimson Lance,,,4900,Twisted Horn x1; Diablos Shell x4; Dragonite Ore x4,,Diablo Spear,,,,,,,,,
5,blademaster_weapon,140,Aqua Spear+,lance,6,vallode,6,,,,N,368,2.3,160,0%,0,Water 350,Water 35,"5,7,5,8","5,7,5,13",Knight Lance,40000,Cephalos Fin+ x3; Plesioth Fin x12; Plesioth Scale x15; Carbalite Ore x5,40000,Plesioth Fin x10; Cephalos Scale+ x4; Dragonite Ore x10,,Aqua Spear+,,,,,,,,,
5,blademaster_weapon,141,Diablo Spear,lance,5,vallode,5,,,,N,460,2.3,200,-10%,0,,,"9,5,9,7","9,5,9,10,2",Diablo Horn,,,30000,Majestic Horn x1; Blos Fang x10; Diablos Spine x5,,Black Tempest,,,,,,,,,
5,blademaster_weapon,142,Bone Claw Lance,lance,3,vallode,3,,,,N,299,2.3,130,0%,1,,,"3,4,13","3,4,17,1",Long Tusk,3100,Hermitaur Claw x2; Hermitaur Shell x5; Sm Hermitaur Shl x7; Monster Fluid x3,3100,Hermitaur Shell x4; Sm Hermitaur Shl x5; Sharp Claw x3,,Bone Claw Lance+,,,,,,,,,
5,blademaster_weapon,143,Crimson War Pike,lance,4,vallode,4,,,,N,368,2.3,160,0%,0,Fire 280,Fire 28,"11,8,5,6","11,8,5,8,3",Crimson Lance,,,6350,Monoblos Heart x1; Blood Red Horn x2; Monoblos Shell x6,,Crimson War Pike+,,,,,,,,,
5,blademaster_weapon,144,Venom Lance,lance,4,vallode,4,,,,N,299,2.3,130,0%,0,Poison 150,Poison 15,"3,7,4,6","3,7,4,11",Paralyzer,3100,Basarios Wing x1; Basarios Shell x4; Iron Ore x20; Toadstool x10,3100,Basarios Shell x7; Machalite Ore x12; Poison Sac x2,,Basarios Venom Spear,,,,,,,,,
5,blademaster_weapon,145,Blade Stinger,lance,4,vallode,4,,,,N,345,2.3,150,0%,1,,,"5,5,9,11","5,5,9,13,3",Long Tusk,,,3560,Ceanataur Pincer x2; Sm Ceanataur Shl x10; Black Pearl x3,,Ceanataur Stinger,,,,,,,,,
5,blademaster_weapon,146,Basarios Venom Spear,lance,4,vallode,4,,,,N,322,2.3,140,0%,0,Poison 200,Poison 20,"5,5,9,6","5,5,9,11",Venom Lance,,,4250,Basarios Wing x1; Basarios Shell x8; Poison Sac x5,,Gravios Spear; Black Gravios Spear,,,,,,,,,
5,blademaster_weapon,147,Gravios Spear,lance,5,vallode,5,,,,N,345,2.3,150,0%,0,Poison 250,Poison 25,"5,5,9,11","5,5,9,13,3",Basarios Venom Spear,,,30000,Gravios Skl Shl x1; Gravios Shell x8; Poison Sac x10,,Gravios Venom Spear,,,,,,,,,
5,blademaster_weapon,148,Gatling Lance,lance,4,vallode,4,,,,N,322,2.3,140,0%,1,Fire 120,Fire 12,"5,7,5,8","5,7,5,13",Rampart,4250,Firestone x4; Machalite Ore x12; Flame Sac x2; Hercudrome x5,4250,Firestone x2; Dragonite Ore x5; Gunpowder x10,,Gatling Lance+,,,,,,,,,
5,blademaster_weapon,149,Gatling Lance+,lance,4,vallode,4,,,,N,322,2.3,140,0%,1,Fire 120,Fire 12,"5,7,5,8","5,7,5,13",Rampart,4250,Firestone x4; Machalite Ore x12; Flame Sac x2; Hercudrome x5,4250,Firestone x2; Dragonite Ore x5; Gunpowder x10,,Gatling Lance+,,,,,,,,,
5,blademaster_weapon,150,Rusted Lance,lance,1,vallode,1,,,,N,207,2.3,90,0%,0,,,15,"16,4",,1000,Ruststone Rod x1,,,,Tarnished Lance,,,,,,,,,
5,blademaster_weapon,151,Tarnished Lance,lance,1,vallode,1,,,,N,253,2.3,110,0%,0,,,"16,4","16,5,4",Rusted Lance,,,2500,Earth Crystal x20,,Undertaker; Steel Ice Spear,,,,,,,,,
5,blademaster_weapon,152,Ceanataur Stinger,lance,4,vallode,4,,,,N,391,2.3,170,0%,1,,,"3,7,4,16","3,7,4,16,5",Blade Stinger,,,5600,Ceanataur Claw x8; Ceanataur Shell x10; Monster Bone+ x3,,Ceanataur Piercer,,,,,,,,,
5,blademaster_weapon,153,Undertaker,lance,5,vallode,5,,,,N,414,2.3,180,-20%,0,,,"16,5,4,5","16,5,4,9,1",Tarnished Lance,,,40000,Earth Crystal x40; ElderDragonBlood x1,,,,,,,,,,,
5,blademaster_weapon,154,Black Lance,lance,5,vallode,5,,,,N,322,2.3,140,0%,0,Dragon 290,Dragon 29,"5,7,5,3","5,7,5,8",,15000,Dark Stone x1; Dark Piece x4; Pokke Ticket x1,,,,Black Dragon Spear; Black Ruiner Lance,,,,,,,,,
5,blademaster_weapon,155,Demon Lance,lance,7,vallode,7,,,,N,414,2.3,180,20%,0,Thunder 160,Thunder 16,"9,5,9,7","9,5,9,10,2",Hard Bone Lance+,80000,Rajang Horn x2; Rajang Fang x4; Blk Rajang Pelt x6; Commendation x4,80000,Rajang Horn x2; Rajang Tail x2; Blk Rajang Pelt x3,,Great Demon Lance,,,,,,,,,
5,blademaster_weapon,156,Odyssey,sword-and-shield,6,vallode,6,,6,,N,266,1.4,190,0%,0,,,"8,2,9,1","8,2,9,6",Velocidrome Bite+,25000,Carbalite Ore x4; Iron Ore x40; Disk Stone x40,25000,Carbalite Ore x2; Dragonite Ore x5; Machalite Ore x10,Plus Class Tcket x1; Carbalite Ore x1,Odyssey+; Serpent Bite; Hurricane; Prototype Saw-Slicer,,,,,,,,,
5,blademaster_weapon,157,Upper Battleaxe,sword-and-shield,4,vallode,4,,4,,N,224,1.4,160,0%,0,Poison 300,Poison 30,"5,3,12,8","5,3,12,11,2",Poison Battleaxe,,,3810,Pur Rubbery Hide x5; Monster Bone+ x3; Gypceros Head x1,,Deadly Battleaxe; Dual Battleaxe,,,,,,,,,
5,blademaster_weapon,158,Hunter's Dagger,sword-and-shield,1,vallode,1,,,,N,84,1.4,60,0%,0,,,"8,2,5","8,2,9,1",,300,Iron Ore x1; Disk Stone x1,,,,Hunter's Dagger+; Snake Bite; Giaprey Claws,,,,,,,,,
5,blademaster_weapon,159,Hunter's Dagger+,sword-and-shield,1,vallode,1,,,,N,84,1.4,60,0%,0,,,"8,2,5","8,2,9,1",,300,Iron Ore x1; Disk Stone x1,,,,Hunter's Dagger+; Snake Bite; Giaprey Claws,,,,,,,,,
5,blademaster_weapon,160,Assassin's Dagger,sword-and-shield,1,vallode,1,,,,N,140,1.4,100,0%,0,,,"8,2,9,6","8,2,9,11",Hunter's Dagger+,,,840,Machalite Ore x1; Iron Ore x3; Earth Crystal x3,,Velocidrome Bite; Thunderbane; Poison Battleaxe; Kitchen Knife,,,,,,,,,
5,blademaster_weapon,161,Kirin Bolt,sword-and-shield,5,vallode,5,,,,N,168,1.4,120,0%,0,Thunder 230,Thunder 23,"5,3,12","5,3,13,4",Monoblos Club,1860,Kirin Horn x1; Kirin Mane x5; Wyvern Fang x8; Rubbery Hide x4,1860,Kirin Horn x1; Kirin Mane x3; Pur Rubbery Hide x2,,Kirin Bolt+,,,,,,,,,
5,blademaster_weapon,162,Kirin Bolt+,sword-and-shield,5,vallode,5,,,,N,168,1.4,120,0%,0,Thunder 230,Thunder 23,"5,3,12","5,3,13,4",Monoblos Club,1860,Kirin Horn x1; Kirin Mane x5; Wyvern Fang x8; Rubbery Hide x4,1860,Kirin Horn x1; Kirin Mane x3; Pur Rubbery Hide x2,,Kirin Bolt+,,,,,,,,,
5,blademaster_weapon,163,Rusted Replica,sword-and-shield,4,vallode,4,,,,N,126,1.4,90,0%,2,,,"7,5,8","7,5,9,4",,5000,Hero of JumboBio x1; Lightcrystal x2,,,,Eternal Replica,,,,,,,,,
5,blademaster_weapon,164,Kirin Bolt Ultimus,sword-and-shield,7,vallode,7,,,,N,224,1.4,160,0%,1,Thunder 340,Thunder 34,"5,3,13,9","5,3,13,12,2",Kirin Bolt+,,,50000,Kirin Thndr Tail x2; Pur Gypceros Wng x3; Novacrystal x3,,Thor's Dagger,,,,,,,,,
5,blademaster_weapon,165,Serpent Bite,sword-and-shield,6,vallode,6,,,,N,280,1.4,200,0%,2,,,"13,1,3,8","13,1,3,13",Odyssey,,,30000,Velociprey Hide+ x10; Velociprey Fang x30; Velocidrome Head x5,,Serpent Bite+,,,,,,,,,
5,blademaster_weapon,166,Velocidrome Bite,sword-and-shield,2,vallode,2,,,,N,168,1.4,120,0%,1,,,"12,1,3,7","12,1,3,12",Assassin's Dagger,1290,Velocidrome Claw x6; Velocidrome Head x1; Med Monster Bone x4; Conga Pelt x6,1290,Velocidrome Claw x4; Velocidrome Hide x2; Machalite Ore x3,,Velocidrome Bite+; Raven Blade; Velociprey Claws,,,,,,,,,
5,blademaster_weapon,167,Viper Bite,sword-and-shield,2,vallode,2,,,,N,140,1.4,100,0%,0,Paralysis 220,Paralysis 22,"8,2,9,6","8,2,9,11",Snake Bite+,,,1290,Genprey Hide x5; Genprey Fang x15; Sm Monster Bone x3,,Deathprize,,,,,,,,,
5,blademaster_weapon,168,Eternal Replica,sword-and-shield,5,vallode,5,,,,N,182,1.4,130,0%,3,Dragon 120,Dragon 12,"5,3,13,9","5,3,13,12,2",Rusted Replica,,,10000,Pokke Ticket x1; Eldr Dragon Bone x3; Lao-Shan's scale x3,,,,,,,,,,,
5,blademaster_weapon,169,Deathprize,sword-and-shield,4,vallode,4,,4,,N,210,1.4,150,0%,2,Paralysis 260,Paralysis 26,"8,2,9,11","8,2,9,12,4",Viper Bite,,,3360,Gendrome Hide x3; Paralysis Sac x5; Thunderbug Juice x2; Dragonite Ore x2,,,,,,,,,,,
5,blademaster_weapon,170,Hydra Bite,sword-and-shield,3,vallode,3,,,,N,126,1.4,90,0%,0,Poison 280,Poison 28,"13,1,3,3","13,1,3,8",Snake Bite+,1290,Iodrome Hide x3; Ioprey Scale x7; Poison Sac x4; Sm Monster Bone x4,1290,Ioprey Hide x5; Ioprey Fang x15; Brute Bone x3,,Deadly Poison,,,,,,,,,
5,blademaster_weapon,171,Flame Syphos,sword-and-shield,5,vallode,5,,,,N,252,1.4,180,-15%,1,Fire 180,Fire 18,"8,2,9,6","8,2,9,11",Red Saber,,,15000,Gravios Shell x4; Blk Gravios Shl x4; Firestone x6,,Black Doom Flame,,,,,,,,,
5,blademaster_weapon,172,Deadly Poison,sword-and-shield,4,vallode,4,,,,N,168,1.4,120,0%,1,Poison 360,Poison 36,"13,1,3,8","13,1,3,13",Hydra Bite,,,2550,Dragonite Ore x5; Iodrome Hide x5; Iodrome Skull x1,,Princess Rapier; Rouge Flames,,,,,,,,,
5,blademaster_weapon,173,Thunderbane,sword-and-shield,3,vallode,3,,,,N,168,1.4,120,0%,0,Thunder 170,Thunder 17,"7,5,8,4","7,5,8,9",Assassin's Dagger,,,1860,Rubbery Hide x4; Lg Monster Bone x3; Electro Sac x2,,Frightbane,,,,,,,,,
5,blademaster_weapon,174,Princess Rapier,sword-and-shield,5,vallode,5,,,,N,196,1.4,140,5%,1,Poison 370,Poison 37,"8,2,9,11","8,2,9,12,4",Deadly Poison,,,4290,Rathian Spike x1; Rathian Scale x4; Poison Sac x5,,Princess Rapier+,,,,,,,,,
5,blademaster_weapon,175,Frightbane,sword-and-shield,4,vallode,4,,,,N,196,1.4,140,0%,1,Thunder 190,Thunder 19,"7,5,8,9","7,5,8,11,3",Thunderbane,,,2550,Rubbery Hide x6; Eldr Dragon Bone x2; Electro Sac x4; Dragonite Ore x3,,Kirin Bolt Indora,,,,,,,,,
