item_id,name_ULES,name_ULUS,name_ENGPATCH,name_JP,name_COMPLETE,item_tag,item_tag_JP,storable,not_storable_reason,is_decoration,x99_able,max_stack,special,rarity,grindable,tradeable
786,Fatalis CrmsnHrn,Fatalis CrmsnHrn,Fatalis CrmsnHrn,黒龍の紅角,Fatalis CrmsnHrn,,,yes,,no,yes,99,,5,yes,no
787,HrdFatlisCrmHorn,HrdFatlisCrmHorn,FataHvyCrmsnHrn,黒龍の剛紅角,HrdFatlisCrmHorn,,,yes,,no,yes,99,,5,yes,no
788,Fatalis CrmsnScl,Fatalis CrmsnScl,Fatalis CrmsnScl,黒龍の紅鱗,Fatalis CrmsnScl,,,yes,,no,yes,99,,5,yes,no
789,ThckFatlisCrmScl,ThckFatlisCrmScl,FataThkCrmsnScl,黒龍の厚紅鱗,ThckFatlisCrmScl,,,yes,,no,yes,99,,5,yes,no
790,Fatalis CrmsnShl,Fatalis CrmsnShl,Fatalis CrmsnShl,黒龍の紅殻,Fatalis CrmsnShl,,,yes,,no,yes,99,,5,yes,no
791,HvyFatalisCrmShl,HvyFatalisCrmShl,FataHvyCrmsnShl,黒龍の重紅殻,HvyFatalisCrmShl,,,yes,,no,yes,99,,5,yes,no
792,Fatalis DevilEye,Fatalis DevilEye,Fatalis DevilEye,黒龍の魔眼,Fatalis DevilEye,,,yes,,no,yes,99,,5,yes,no
793,Fatalis CrmsnWng,Fatalis CrmsnWng,Fatalis CrmsnWng,黒龍の紅翼,Fatalis CrmsnWng,,,yes,,no,yes,99,,5,yes,no
794,StrFatlisCrmWing,StrFatlisCrmWing,FataHrdCrmsnWng,黒龍の剛紅翼,StrFatlisCrmWing,,,yes,,no,yes,99,,5,yes,no
795,Wht Fatalis Scl,Wht Fatalis Scl,Wht Fatalis Scl,祖龍の白鱗,Wht Fatalis Scl,,,yes,,no,yes,99,,5,yes,no
796,ThckWhtFatlisScl,ThckWhtFatlisScl,WhtFatalisThkScl,祖龍の厚白鱗,ThckWhtFatlisScl,,,yes,,no,yes,99,,5,yes,no
797,Wht Fatalis Shl,Wht Fatalis Shl,Wht Fatalis Cpc,祖龍の堅殻,Wht Fatalis Shl,,,yes,,no,yes,99,,5,yes,no
798,HvyWhtFatalisShl,HvyWhtFatalisShl,WhtFatalisHvyCpc,祖龍の重殻,HvyWhtFatalisShl,,,yes,,no,yes,99,,5,yes,no
799,Wht Fatalis Wbng,Wht Fatalis Wbng,Wht Fatalis Wbng,祖龍の翼膜,Wht Fatalis Wbng,,,yes,,no,yes,99,,5,yes,no
800,StrWhtFatalisWng,StrWhtFatalisWng,Wht Fatalis Wng,祖龍の剛翼,StrWhtFatalisWng,,,yes,,no,yes,99,,5,yes,no
801,Wht Fatalis Horn,Wht Fatalis Horn,White Ftalis Hrn,祖龍の角,Wht Fatalis Horn,,,yes,,no,yes,99,,5,yes,no
802,HrdWhtFatlisHorn,HrdWhtFatlisHorn,WhtFatalisHvyHrn,祖龍の剛角,HrdWhtFatlisHorn,,,yes,,no,yes,99,,5,yes,no
803,Akantor Scale,Akantor Scale,Akantor Scale,覇竜の上鱗,Akantor Scale,,,yes,,no,yes,99,,5,yes,no
804,Akantor Shell,Akantor Shell,Akantor Shell,覇竜の堅殻,Akantor Shell,,,yes,,no,yes,99,,5,yes,no
805,Akantor Tail,Akantor Tail,Akantor Tail,覇竜の尻尾,Akantor Tail,,,yes,,no,yes,99,,5,yes,no
806,Akantor Claw,Akantor Claw,Akantor Claw,覇竜の剛爪,Akantor Claw,,,yes,,no,yes,99,,5,yes,no
807,Akantor Fang,Akantor Fang,Akantor Fang,覇竜の大牙,Akantor Fang,,,yes,,no,yes,99,,5,yes,no
808,Akantor Spike,Akantor Spike,Akantor Spike,覇竜の大棘,Akantor Spike,,,yes,,no,yes,99,,5,yes,no
809,HvyUkanlosShell,HvyUkanlosShell,Ucamulbas Shell,崩竜の重殻,HvyUkanlosShell,,,yes,,no,yes,99,,5,yes,no
810,UkanlosUnderscl,UkanlosUnderscl,Ucamulbas Scale,崩竜の腹鱗,UkanlosUnderscl,,,yes,,no,yes,99,,5,yes,no
811,Hvy Ukanlos Tail,Hvy Ukanlos Tail,Ucamulbas Tail,崩竜の重尾,Hvy Ukanlos Tail,,,yes,,no,yes,99,,5,yes,no
812,UkanlosDiggngClw,UkanlosDiggngClw,Ucamulbas Fang,崩竜の穿爪,UkanlosDiggngClw,,,yes,,no,yes,99,,5,yes,no
813,UkanlosShovelJaw,UkanlosShovelJaw,Ucamulbas Jaw,崩竜の削顎,UkanlosShovelJaw,,,yes,,no,yes,99,,5,yes,no
814,StrongUkanlosFin,StrongUkanlosFin,Ucamulbas Fin,崩竜の剛ビレ,StrongUkanlosFin,,,yes,,no,yes,99,,5,yes,no
815,Ukanlos Stone,Ukanlos Stone,Ucamu Divine Jwl,崩天玉,Ukanlos Stone,,,yes,,no,yes,99,,5,yes,no
816,Wyverian Harp,Wyverian Harp,Wyverian Harp,龍頭の竪琴,Wyverian Harp,,,yes,,no,no,2,hard-capped at 2,5,yes,no
817,Sinister Cloth,Sinister Cloth,Sinister Cloth,禍々しい布,Sinister Cloth,,,yes,,no,yes,99,,5,yes,no
818,Lost Umbrella,Lost Umbrella,Lost Umbrella,落し物の傘,Lost Umbrella,,,yes,,no,yes,99,,5,yes,no
819,Ruststone,Ruststone,Ruststone,さびた塊,Ruststone,,,yes,,no,yes,99,,5,yes,no
820,Flat Ruststone,Flat Ruststone,Flat Ruststone,さびた板状の塊,Flat Ruststone,,,yes,,no,yes,99,,5,yes,no
821,Large Ruststone,Large Ruststone,Lg Ruststone,さびた大きな塊,Large Ruststone,,,yes,,no,yes,99,,5,yes,no
822,Small Ruststone,Small Ruststone,Sm Ruststone,さびた小さな塊,Small Ruststone,,,yes,,no,yes,99,,5,yes,no
823,Ruststone Rod,Ruststone Rod,Ruststone Rod,さびた棒状の塊,Ruststone Rod,,,yes,,no,yes,99,,5,yes,no
824,Ancient Stone,Ancient Stone,Ancient Stone,太古の塊,Ancient Stone,,,yes,,no,yes,99,,5,yes,no
825,AncientFlatstone,AncientFlatstone,AncientFlatstone,太古の板状の塊,AncientFlatstone,,,yes,,no,yes,99,,5,yes,no
826,Lg Ancient Stone,Lg Ancient Stone,Lg Ancient Stone,太古の大きな塊,Lg Ancient Stone,,,yes,,no,yes,99,,5,yes,no
827,Sm Ancient Stone,Sm Ancient Stone,Sm Ancient Stone,太古の小さな塊,Sm Ancient Stone,,,yes,,no,yes,99,,5,yes,no
828,Ancient StoneRod,Ancient StoneRod,Ancient StoneRod,太古の棒状の塊,Ancient StoneRod,,,yes,,no,yes,99,,5,yes,no
829,Organizer Guide,Organizer Guide,Organizer Guide,収納上手・技の書,Organizer Guide,,,no,consumed on use - permanent capacity upgrade,no,no,0,,4,no,no
830,Backpacker Guide,Backpacker Guide,BackPacker Guide,収納上手・力の書,Backpacker Guide,,,no,consumed on use - permanent capacity upgrade,no,no,0,,5,no,no
831,Lynian Info,Lynian Info,Lynian Info,獣人種の書,Lynian Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
832,Shakalaka Info,Shakalaka Info,Shakalaka Info,チャチャブーの書,Shakalaka Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
833,Neopteron Info,Neopteron Info,Neopteron Info,甲虫種の書,Neopteron Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
834,GrtThundrbugInfo,GrtThundrbugInfo,Great Thunderbug Info,大雷光虫の書,GrtThundrbugInfo,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
835,Herbivore Info,Herbivore Info,Herbivore Info,草食種の書,Herbivore Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
836,Bird Wyvern Info,Bird Wyvern Info,Bird Wyvern Info,鳥竜種の書,Bird Wyvern Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
837,HypnocatriceInfo,HypnocatriceInfo,Hypnoc Info,ヒプノックの書,HypnocatriceInfo,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
838,Yian Garuga Info,Yian Garuga Info,Yian Garuga Info,イャンガルルガの書,Yian Garuga Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
839,FlyingWyvernInfo,FlyingWyvernInfo,FlyingWyvern Info,飛竜種の書,FlyingWyvernInfo,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
840,Remobra Info,Remobra Info,Remobra Info,ガブラスの書,Remobra Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
841,Tigrex Info,Tigrex Info,Tigrex Info,ティガレックスの書,Tigrex Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
842,Nargacuga Info,Nargacuga Info,Narugakuruga Info,ナルガクルガの書,Nargacuga Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
843,Akantor Info,Akantor Info,Akantor Info,アカムトルムの書,Akantor Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
844,Ukanlos Info,Ukanlos Info,Ucamulbas Info,ウカムルバスの書,Ukanlos Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
845,Piscine Info,Piscine Info,Piscine Info,魚竜種の書,Piscine Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
846,Lavasioth Info,Lavasioth Info,Volganos Info,ヴォルガノスの書,Lavasioth Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
847,Carapaceon Info1,Carapaceon Info1,Carapaceon Info 1,甲殻種の書【上巻】,Carapaceon Info1,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
848,Carapaceon Info2,Carapaceon Info2,Carapaceon Info 2,甲殻種の書【下巻】,Carapaceon Info2,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
849,Shen Gaoren Info,Shen Gaoren Info,Shen Gaoren Info,シェンガオレンの書,Shen Gaoren Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
850,Pelagus Info,Pelagus Info,Primatius Info,牙獣種の書,Pelagus Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
851,Rajang Info,Rajang Info,Rajang Info,ラージャンの書,Rajang Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
852,Kirin Info,Kirin Info,Kirin Info,キリンの書,Kirin Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
853,KushalaDaoraInfo,KushalaDaoraInfo,Kushala Daora Info,クシャルダオラの書,KushalaDaoraInfo,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
854,Chameleos Info,Chameleos Info,Chameleos Info,オオナズチの書,Chameleos Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
855,Lunastra Info,Lunastra Info,Lunastra Info,ナナ・テスカトリの書,Lunastra Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
856,Teostra Info,Teostra Info,Teostra Info,テオ・テスカトルの書,Teostra Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
857,Lao-Shan Info,Lao-Shan Info,Lao Shan Info,ラオシャンロンの書,Lao-Shan Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
858,YamaTsukamiInfo,YamaTsukamiInfo,Yamatsukami Info,ヤマツカミの書,YamaTsukamiInfo,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
859,Fatalis Info,Fatalis Info,Fatalis Info,ミラボレアスの書,Fatalis Info,,,no,consumed on use - unlocks a Monster List entry,no,no,0,,4-5,no,no
860,Steel Egg,Steel Egg,Steel Egg,鋼のたまご,Steel Egg,,,yes,,no,yes,99,,5,yes,no
861,Silver Egg,Silver Egg,Silver Egg,銀のたまご,Silver Egg,,,yes,,no,yes,99,,5,yes,no
862,Golden Egg,Golden Egg,Gold Egg,金のたまご,Golden Egg,,,yes,,no,yes,99,,5,yes,no
863,Map,Map,Map,地図,Map,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
864,First-Aid Med,First-Aid Med,First-Aid Med,応急薬,First-Aid Med,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
865,Ration,Ration,Ration,携帯食料,Ration,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
866,Portable Spit,Portable Spit,Portable Spit,携帯肉焼きセット,Portable Spit,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
867,Mini Whetstone,Mini Whetstone,Mini Whetstone,携帯砥石,Mini Whetstone,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
868,Prtbl Shock Trap,Prtbl Shock Trap,Prtbl Shock Trap,携帯シビレ罠,Prtbl Shock Trap,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
869,Supply Flash Bmb,Supply Flash Bmb,Supply Flash Bmb,支給専用閃光玉,Supply Flash Bmb,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
870,Sply Max Potion,Sply Max Potion,Sply Max Potion,支給専用秘薬,Sply Max Potion,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
871,Sply Pitfall Trp,Sply Pitfall Trp,Sply Pitfall Trp,支給専用落とし穴,Sply Pitfall Trp,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
872,Sply Lg Brrl Bmb,Sply Lg Brrl Bmb,Sply Lg Brrl Bmb,支給用大タル爆弾,Sply Lg Brrl Bmb,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
873,Ballista S,Ballista S,Ballista S,バリスタの弾,Ballista S,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
874,Cannon S,Cannon S,Cannon S,大砲の弾,Cannon S,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
875,Wyvern,Wyvern,Wyvern ,ワイバーン,Wyvern,,,no,not a real item - developer padding,no,no,0,,,no,no
876,Wyvern Egg,Wyvern Egg,Wyvern Egg,飛竜の卵,Wyvern Egg,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
877,Herbivore Egg,Herbivore Egg,Herbivore Egg,草食竜の卵,Herbivore Egg,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
878,Carnivore Egg,Carnivore Egg,Carnivore Egg,肉食竜の卵,Carnivore Egg,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
879,Sootstone Ore,Sootstone Ore,Soot stone,灰水晶の原石,Sootstone Ore,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
880,Quartz Ore,Quartz Ore,Quartz Stone,白水晶の原石,Quartz Ore,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
881,Powderstone,Powderstone,PowderStone,火薬岩,Powderstone,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
882,Khezu Whelp,Khezu Whelp,Khezu Whelp,フルフルベビー,Khezu Whelp,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
883,Khz Whlp Ice Crm,Khz Whlp Ice Crm,Khezu Ice Cream,フルベビアイス,Khz Whlp Ice Crm,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
884,Kut-Ku Coin,Kut-Ku Coin,Kut-ku Coin,クックコイン,Kut-Ku Coin,,,yes,,no,yes,99,,4,yes,no
885,Congalala Coin,Congalala Coin,Congalala Coin,ババコイン,Congalala Coin,,,yes,,no,yes,99,,4,yes,no
886,Khezu Coin,Khezu Coin,Khezu Coin,アルビノコイン,Khezu Coin,,,yes,,no,yes,99,,4,yes,no
887,Daimyo Coin,Daimyo Coin,Daimyo Coin,ダイミョウコイン,Daimyo Coin,,,yes,,no,yes,99,,4,yes,no
888,Blangonga Coin,Blangonga Coin,Blangonga Coin,ドドブラコイン,Blangonga Coin,,,yes,,no,yes,99,,4,yes,no
889,Yian Garuga Coin,Yian Garuga Coin,Yian Garuga Coin,ガルルガコイン,Yian Garuga Coin,,,yes,,no,yes,99,,4,yes,no
890,Tigrex Coin,Tigrex Coin,Tigrex Coin,レックスコイン,Tigrex Coin,,,yes,,no,yes,99,,4,yes,no
891,Diablos Coin,Diablos Coin,Diablos Coin,ディアブロコイン,Diablos Coin,,,yes,,no,yes,99,,5,yes,no
892,Gravios Coin,Gravios Coin,Gravios Coin,グラビドコイン,Gravios Coin,,,yes,,no,yes,99,,5,yes,no
893,Kirin Coin,Kirin Coin,Kirin Coin,マボロシコイン,Kirin Coin,,,yes,,no,yes,99,,5,yes,no
894,Cephadrome Coin,Cephadrome Coin,Cephalos Coin,ドスガレコイン,Cephadrome Coin,,,yes,,no,yes,99,,4,yes,no
895,Plesioth Coin,Plesioth Coin,Plesioth Coin,ガノスコイン,Plesioth Coin,,,yes,,no,yes,99,,4,yes,no
896,Shogun Coin,Shogun Coin,Shogun Coin,ショウグンコイン,Shogun Coin,,,yes,,no,yes,99,,4,yes,no
897,Fire Coin,Fire Coin,Fire Coin,リオコイン,Fire Coin,,,yes,,no,yes,99,,5,yes,no
898,Rajang Coin,Rajang Coin,Rajang Coin,キンピカコイン,Rajang Coin,,,yes,,no,yes,99,,5,yes,no
899,BlackBeltCoinG,BlackBeltCoinG,Blackbelt Coin G,クロオビコインＧ,BlackBeltCoinG,,,yes,,no,yes,99,,5,yes,no
900,Expert Coin G,Expert Coin G,Expert Coin G,タツジンコインＧ,Expert Coin G,,,yes,,no,yes,99,,5,yes,no
901,Warrior Coin G,Warrior Coin G,Fighter Coin G,ツワモノコインＧ,Warrior Coin G,,,yes,,no,yes,99,,5,yes,no
902,Legend Coin G,Legend Coin G,Legendary Coin G,デンセツコインＧ,Legend Coin G,,,yes,,no,yes,99,,5,no,no
903,Commendation,Commendation,Commendation,勇気の証,Commendation,,,yes,,no,yes,99,,5,yes,no
904,Commendation G,Commendation G,Commendation G,勇気の証Ｇ,Commendation G,,,yes,,no,yes,99,,5,yes,no
905,Commendation S,Commendation S,Commendation S,勇気の証Ｓ,Commendation S,,,yes,,no,yes,99,,5,yes,no
906,Pawprint Stamp,Pawprint Stamp,Pawprint Stamp,肉球のスタンプ,Pawprint Stamp,,,yes,,no,yes,99,,5,yes,no
907,Pokke Ticket,Pokke Ticket,Pokke Ticket,ポッケチケット,Pokke Ticket,,,yes,,no,yes,99,,5,no,no
908,Pokke Ticket+,Pokke Ticket+,Pokke Ticket+,ポッケチケットＧ,Pokke Ticket+,,,yes,,no,yes,99,,5,yes,no
909,Normal Ticket,Normal Ticket,Normal ticket,ノーマルチケット,Normal Ticket,,,yes,,no,yes,99,,5,no,no
910,Hard Ticket,Hard Ticket,Hard Ticket,ハードチケット,Hard Ticket,,,yes,,no,yes,99,,5,no,no
911,Plus Class Tcket,Plus Class Tcket,G Class Ticket,Ｇクラスチケット,Plus Class Tcket,,,yes,,no,yes,99,,5,no,no
912,Hero of Kkto Bio,Hero of Kkto Bio,Hero of Kkto Bio,ココット村英雄伝,Hero of Kkto Bio,,,yes,,no,no,2,hard-capped at 2,5,no,no
913,Hero of JumboBio,Hero of JumboBio,Hero of JumboBio,ジャンボ村武勇伝,Hero of JumboBio,,,yes,,no,no,2,hard-capped at 2,5,no,no
914,Elder Thank You,Elder Thank You,Elder Thank You,大長老の感謝状,Elder Thank You,,,yes,,no,no,2,hard-capped at 2,5,no,no
915,Elder Thnk You+,Elder Thnk You+,Elder Thank You+,大長老の感謝状Ｇ,Elder Thnk You+,,,yes,,no,no,2,hard-capped at 2,5,no,no
916,FlynMealPassReg,FlynMealPassReg,FlynMealPassReg,アイルー食券・並,FlynMealPassReg,,,yes,,no,yes,99,,4,no,no
917,FlynMealPassPlus,FlynMealPassPlus,FlynMealPassPlus,アイルー食券・上,FlynMealPassPlus,,,yes,,no,yes,99,,5,no,no
918,Comrade Ticket,Comrade Ticket,FlynFighterPass,オトモチケット,Comrade Ticket,,,yes,,no,yes,99,,5,no,no
919,VeggieElderTcket,VeggieElderTcket,VeggieElderTcket,山菜組引換券,VeggieElderTcket,,,yes,,no,yes,99,,4,no,no
920,VeggieElderTckt+,VeggieElderTckt+,VeggieElderTckt+,山菜組引換券Ｇ,VeggieElderTckt+,,,yes,,no,yes,99,,4,no,no
921,VegElderTcktBrz,VegElderTcktBrz,VegElderTcktBrz,鋼の山菜組引換券,VegElderTcktBrz,,,yes,,no,yes,99,,4,no,no
922,VegElderTcktSlv,VegElderTcktSlv,VegElderTcktSlv,銀の山菜組引換券,VegElderTcktSlv,,,yes,,no,yes,99,,4,no,no
923,VegElderTcktGld,VegElderTcktGld,VegElderTcktGld,金の山菜組引換券,VegElderTcktGld,,,yes,,no,yes,99,,4,yes,no
924,VegElderTcktSky,VegElderTcktSky,VegElderTcktDvne,天の山菜組引換券,VegElderTcktSky,,,yes,,no,yes,99,,5,yes,no
925,Blackbelt Ticket,Blackbelt Ticket,Blackbelt Ticket,クロオビチケット,Blackbelt Ticket,,,yes,,no,yes,99,,5,yes,no
926,Expert Ticket,Expert Ticket,Expert Ticket,タツジンチケット,Expert Ticket,,,yes,,no,yes,99,,5,yes,no
927,Paw Pass Ticket,Paw Pass Ticket,Paw Pass Ticket,ネコタクチケット,Paw Pass Ticket,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
928,Limited Paw Pass,Limited Paw Pass,Limited Paw Pass,条件付きネコタク,Limited Paw Pass,Supply Item,支給品専用,no,quest-only: Supply Item tag,no,no,0,,,no,no
929,dummy,Famitsu Ticket,Famitsu Ticket,ファミ通チケット,Famitsu Ticket,,,yes,,no,yes,99,,5,yes,no
930,dummy,Famitsu PO,Famitsu Invoice,ファミ通の注文書,Famitsu Invoice,,,yes,,no,yes,99,,5,yes,no
931,dummy,PtFamitsuTicket,Famitsu PT Tckt,ファミ通ＰＴ,Famitsu PT Tckt,,,yes,,no,yes,99,,5,yes,no
932,dummy,SpecFamitsuTckt,FamitsuSpcialTkt,ファミ通の特注券,FamitsuCustomTkt,,,yes,,no,yes,99,,5,yes,no
933,dummy,Dengeki Ticket,Dengeki Ticket,デンゲキチケット,Dengeki Ticket,,,yes,,no,yes,99,,5,yes,no
934,dummy,Dengeki Ticket+,Dengeki Ticket+,電撃Ｇチケット,Dengeki G Ticket,,,yes,,no,yes,99,,5,yes,no
935,dummy,Dengeki Ticket G,Dengeki Ticket G,電撃２Ｇチケット,Dengeki 2G Tckt,,,yes,,no,yes,99,,5,yes,no
936,dummy,DemonKingTicket,One-HornedTicket,「マ）王チケット,Dengeki Maoh Tkt,,,yes,,no,yes,99,,5,yes,no
937,dummy,Pirate Ticket J,Pirate J Ticket,海賊Ｊチケット,Pirate J Ticket,,,yes,,no,yes,99,,5,yes,no
938,dummy,Pirate Tckt J G,Pirate J Tckt G,海賊ＪチケットＧ,Pirate J Tckt G,,,yes,,no,yes,99,,5,yes,no
939,dummy,Magazine Ticket,Magazine Ticket,マガジンチケット,Magazine Ticket,,,yes,,no,yes,99,,5,yes,no
940,Hunter's Ticket,Hunter's Ticket,Hunter's Ticket,狩人チケット,Hunter's Ticket,,,yes,,no,yes,99,,5,yes,no
941,Hunter Soul Tkt,Hunter Soul Tkt,Hunter Soul Tckt,狩魂チケット,Hunter Soul Tkt,,,yes,,no,yes,99,,5,yes,no
942,Puppet Ticket,Puppet Ticket,Puppet Ticket,パペットチケット,Puppet Ticket,,,yes,,no,yes,99,,5,yes,no
943,SpecPuppetTicket,SpecPuppetTicket,Puppet Ticket+,特注パペット券,SpecPuppetTicket,,,yes,,no,yes,99,,5,yes,no
944,Suiko Jewel,Suiko Jewel,Suiko Jewel,水光原珠,Suiko Jewel,,,yes,,no,yes,99,,4,no,no
945,Akito Jewel,Akito Jewel,Akito Jewel,陽翔原珠,Akito Jewel,,,yes,,no,yes,99,,4,no,no
946,BattlefieldJewel,BattlefieldJewel,BattlefieldJewel,修羅原珠,BattlefieldJewel,,,yes,,no,yes,99,,5,no,no
947,LapisLazuliJewel,LapisLazuliJewel,LapislazuliJewel,瑠璃原珠,LapisLazuliJewel,,,yes,,no,yes,99,,5,no,no
948,Paralysis Jewel,Paralysis Jewel,Paralysis Jewel,耐麻痺珠,Paralysis Jewel,,,yes,,yes,yes,99,,4-5,no,no
949,Paralysis Jewel+,Paralysis Jewel+,Petrification Jewel,制麻痺珠,Paralysis Jewel+,,,yes,,yes,yes,99,,4-5,no,no
950,Pep Jewel,Pep Jewel,Pep Jewel,耐眠珠,Pep Jewel,,,yes,,yes,yes,99,,4-5,no,no
951,Jolt Jewel,Jolt Jewel,Jolt Jewel,抗眠珠,Jolt Jewel,,,yes,,yes,yes,99,,4-5,no,no
952,Steadfast Jewel,Steadfast Jewel,Steadfast Jewel,耐絶珠,Steadfast Jewel,,,yes,,yes,yes,99,,4-5,no,no
953,Steadfast Jewel+,Steadfast Jewel+,Vigilance Jewel,制絶珠,Steadfast Jewel+,,,yes,,yes,yes,99,,4-5,no,no
954,Antidote Jewel,Antidote Jewel,Antidote Jewel,耐毒珠,Antidote Jewel,,,yes,,yes,yes,99,,4-5,no,no
955,Antidote Jewel+,Antidote Jewel+,Anti-Toxin Jewel,制毒珠,Antidote Jewel+,,,yes,,yes,yes,99,,4-5,no,no
956,Retroviral Jewel,Retroviral Jewel,Retroviral Jewel,耐菌珠,Retroviral Jewel,,,yes,,yes,yes,99,,4-5,no,no
957,Antiviral Jewel,Antiviral Jewel,Antiviral Jewel,抗菌珠,Antiviral Jewel,,,yes,,yes,yes,99,,4-5,no,no
958,Snowblower Jewel,Snowblower Jewel,Snowblower Jewel,耐雪珠,Snowblower Jewel,,,yes,,yes,yes,99,,4-5,no,no
959,SnowblowerJewel+,SnowblowerJewel+,Defroster Jewel,制雪珠,SnowblowerJewel+,,,yes,,yes,yes,99,,4-5,no,no
960,Tip Toe Jewel,Tip Toe Jewel,Tip Toe Jewel,潜伏珠,Tip Toe Jewel,,,yes,,yes,yes,99,,4-5,no,no
961,Ninja Jewel,Ninja Jewel,Ninja Jewel,忍脚珠,Ninja Jewel,,,yes,,yes,yes,99,,4-5,no,no
962,Strength Jewel,Strength Jewel,Strength Jewel,体力珠,Strength Jewel,,,yes,,yes,yes,99,,4-5,no,no
963,Feel Good Jewel,Feel Good Jewel,Feel Good Jewel,早復珠,Feel Good Jewel,,,yes,,yes,yes,99,,4-5,no,no
964,Razor Jewel,Razor Jewel,Razor Jewel,斬鉄珠,Razor Jewel,For Blademasters,剣士向け,yes,,yes,yes,99,,4-5,no,no
965,Artisan Jewel,Artisan Jewel,Artisan Jewel,匠珠,Artisan Jewel,For Blademasters,剣士向け,yes,,yes,yes,99,,4-5,no,no
966,Fencer Jewel,Fencer Jewel,Fencer Jewel,剣豪珠,Fencer Jewel,For Blademasters,剣士向け,yes,,yes,yes,99,,4-5,no,no
967,Expert Jewel,Expert Jewel,Expert Jewel,達人珠,Expert Jewel,,,yes,,yes,yes,99,,4-5,no,no
968,Grinder Jewel,Grinder Jewel,Grinder Jewel,研磨珠,Grinder Jewel,For Blademasters,剣士向け,yes,,yes,yes,99,,4-5,no,no
969,Stone Wall Jewel,Stone Wall Jewel,Stone Wall Jewel,石壁珠,Stone Wall Jewel,For Blademasters,剣士向け,yes,,yes,yes,99,,4-5,no,no
970,Hard Wall Jewel,Hard Wall Jewel,Hard Wall Jewel,強壁珠,Hard Wall Jewel,,,yes,,yes,yes,99,,4-5,no,no
